,Request id,Pickup point,Status,Request timestamp,Hour,Day,Time Slot
5389,3633,City,No Cars Available,2016-07-13 19:00:33,19,Wednesday,Night
5390,3637,Airport,No Cars Available,2016-07-13 19:05:33,19,Wednesday,Night
5391,3639,Airport,No Cars Available,2016-07-13 19:05:47,19,Wednesday,Night
5392,3628,Airport,No Cars Available,2016-07-13 19:06:14,19,Wednesday,Night
5393,3642,Airport,No Cars Available,2016-07-13 19:07:22,19,Wednesday,Night
5394,3636,Airport,No Cars Available,2016-07-13 19:07:30,19,Wednesday,Night
5395,3647,Airport,No Cars Available,2016-07-13 19:09:37,19,Wednesday,Night
5396,3655,Airport,No Cars Available,2016-07-13 19:11:24,19,Wednesday,Night
5397,3643,Airport,No Cars Available,2016-07-13 19:12:31,19,Wednesday,Night
5398,3654,Airport,No Cars Available,2016-07-13 19:15:11,19,Wednesday,Night
5399,3652,Airport,No Cars Available,2016-07-13 19:16:09,19,Wednesday,Night
5400,3650,Airport,No Cars Available,2016-07-13 19:17:13,19,Wednesday,Night
5401,3665,Airport,No Cars Available,2016-07-13 19:21:54,19,Wednesday,Night
5402,3663,Airport,No Cars Available,2016-07-13 19:22:20,19,Wednesday,Night
5403,3664,Airport,No Cars Available,2016-07-13 19:22:42,19,Wednesday,Night
5404,3659,Airport,No Cars Available,2016-07-13 19:24:25,19,Wednesday,Night
5405,3677,Airport,No Cars Available,2016-07-13 19:24:59,19,Wednesday,Night
5406,3670,Airport,No Cars Available,2016-07-13 19:25:15,19,Wednesday,Night
5407,3669,Airport,No Cars Available,2016-07-13 19:25:45,19,Wednesday,Night
5408,3675,Airport,No Cars Available,2016-07-13 19:25:56,19,Wednesday,Night
5409,3682,Airport,No Cars Available,2016-07-13 19:31:18,19,Wednesday,Night
5410,3674,Airport,No Cars Available,2016-07-13 19:31:23,19,Wednesday,Night
5411,3678,Airport,No Cars Available,2016-07-13 19:33:06,19,Wednesday,Night
5412,3673,Airport,No Cars Available,2016-07-13 19:35:06,19,Wednesday,Night
5413,3687,Airport,No Cars Available,2016-07-13 19:35:08,19,Wednesday,Night
5414,3683,Airport,No Cars Available,2016-07-13 19:36:32,19,Wednesday,Night
5415,3685,Airport,No Cars Available,2016-07-13 19:37:11,19,Wednesday,Night
5416,3684,Airport,No Cars Available,2016-07-13 19:38:01,19,Wednesday,Night
5417,3692,Airport,No Cars Available,2016-07-13 19:40:17,19,Wednesday,Night
5418,3680,Airport,No Cars Available,2016-07-13 19:40:23,19,Wednesday,Night
5419,3689,Airport,No Cars Available,2016-07-13 19:41:10,19,Wednesday,Night
5420,3696,Airport,No Cars Available,2016-07-13 19:43:04,19,Wednesday,Night
5421,3693,Airport,No Cars Available,2016-07-13 19:43:10,19,Wednesday,Night
5422,3695,Airport,No Cars Available,2016-07-13 19:43:55,19,Wednesday,Night
5423,3709,Airport,No Cars Available,2016-07-13 19:44:06,19,Wednesday,Night
5424,3708,Airport,No Cars Available,2016-07-13 19:45:28,19,Wednesday,Night
5425,3699,Airport,No Cars Available,2016-07-13 19:45:37,19,Wednesday,Night
5426,3691,Airport,No Cars Available,2016-07-13 19:46:25,19,Wednesday,Night
5427,3705,Airport,No Cars Available,2016-07-13 19:47:39,19,Wednesday,Night
5428,3707,Airport,No Cars Available,2016-07-13 19:48:27,19,Wednesday,Night
5429,3706,Airport,No Cars Available,2016-07-13 19:49:05,19,Wednesday,Night
5430,3702,Airport,No Cars Available,2016-07-13 19:50:13,19,Wednesday,Night
5431,3700,Airport,No Cars Available,2016-07-13 19:50:19,19,Wednesday,Night
5432,3712,Airport,No Cars Available,2016-07-13 19:51:31,19,Wednesday,Night
5433,3698,Airport,No Cars Available,2016-07-13 19:51:48,19,Wednesday,Night
5434,3710,Airport,No Cars Available,2016-07-13 19:51:59,19,Wednesday,Night
5435,3714,Airport,No Cars Available,2016-07-13 19:53:41,19,Wednesday,Night
5436,3720,Airport,No Cars Available,2016-07-13 19:55:51,19,Wednesday,Night
5437,3719,Airport,No Cars Available,2016-07-13 19:58:25,19,Wednesday,Night
5438,3717,Airport,No Cars Available,2016-07-13 19:58:46,19,Wednesday,Night
5439,3715,Airport,No Cars Available,2016-07-13 19:59:20,19,Wednesday,Night
5440,3713,Airport,No Cars Available,2016-07-13 19:59:37,19,Wednesday,Night
5441,3716,Airport,No Cars Available,2016-07-13 20:01:01,20,Wednesday,Night
5442,3726,Airport,No Cars Available,2016-07-13 20:04:40,20,Wednesday,Night
5443,3724,Airport,No Cars Available,2016-07-13 20:04:44,20,Wednesday,Night
5444,3721,Airport,No Cars Available,2016-07-13 20:04:47,20,Wednesday,Night
5445,3729,Airport,No Cars Available,2016-07-13 20:05:16,20,Wednesday,Night
5446,3731,Airport,No Cars Available,2016-07-13 20:06:18,20,Wednesday,Night
5447,3733,Airport,No Cars Available,2016-07-13 20:10:18,20,Wednesday,Night
5448,3730,Airport,No Cars Available,2016-07-13 20:11:01,20,Wednesday,Night
5449,3735,Airport,No Cars Available,2016-07-13 20:11:29,20,Wednesday,Night
5450,3734,Airport,No Cars Available,2016-07-13 20:12:37,20,Wednesday,Night
5451,3737,Airport,No Cars Available,2016-07-13 20:19:40,20,Wednesday,Night
5452,3736,Airport,No Cars Available,2016-07-13 20:20:28,20,Wednesday,Night
5453,3746,Airport,No Cars Available,2016-07-13 20:22:32,20,Wednesday,Night
5454,3747,Airport,No Cars Available,2016-07-13 20:25:39,20,Wednesday,Night
5455,3751,Airport,No Cars Available,2016-07-13 20:29:44,20,Wednesday,Night
5456,3750,Airport,No Cars Available,2016-07-13 20:30:48,20,Wednesday,Night
5457,3752,Airport,No Cars Available,2016-07-13 20:31:09,20,Wednesday,Night
5458,3754,Airport,No Cars Available,2016-07-13 20:32:20,20,Wednesday,Night
5459,3749,Airport,No Cars Available,2016-07-13 20:32:47,20,Wednesday,Night
5460,3757,Airport,No Cars Available,2016-07-13 20:33:07,20,Wednesday,Night
5461,3765,Airport,No Cars Available,2016-07-13 20:35:05,20,Wednesday,Night
5462,3756,Airport,No Cars Available,2016-07-13 20:35:23,20,Wednesday,Night
5463,3764,Airport,No Cars Available,2016-07-13 20:35:36,20,Wednesday,Night
5464,3770,Airport,No Cars Available,2016-07-13 20:39:19,20,Wednesday,Night
5465,3778,Airport,No Cars Available,2016-07-13 20:40:26,20,Wednesday,Night
5466,3772,Airport,No Cars Available,2016-07-13 20:40:37,20,Wednesday,Night
5467,3760,Airport,No Cars Available,2016-07-13 20:40:53,20,Wednesday,Night
5468,3779,Airport,No Cars Available,2016-07-13 20:42:31,20,Wednesday,Night
5469,3773,Airport,No Cars Available,2016-07-13 20:43:54,20,Wednesday,Night
5470,3769,Airport,No Cars Available,2016-07-13 20:44:38,20,Wednesday,Night
5471,3781,Airport,No Cars Available,2016-07-13 20:44:50,20,Wednesday,Night
5472,3785,City,No Cars Available,2016-07-13 20:45:01,20,Wednesday,Night
5473,3776,Airport,No Cars Available,2016-07-13 20:45:56,20,Wednesday,Night
5474,3775,Airport,No Cars Available,2016-07-13 20:46:35,20,Wednesday,Night
5475,3783,Airport,No Cars Available,2016-07-13 20:48:35,20,Wednesday,Night
5476,3784,Airport,No Cars Available,2016-07-13 20:49:06,20,Wednesday,Night
5477,3787,Airport,No Cars Available,2016-07-13 20:49:24,20,Wednesday,Night
5478,3791,Airport,No Cars Available,2016-07-13 20:51:10,20,Wednesday,Night
5479,3796,Airport,No Cars Available,2016-07-13 20:51:18,20,Wednesday,Night
5480,3790,Airport,No Cars Available,2016-07-13 20:52:04,20,Wednesday,Night
5481,3792,Airport,No Cars Available,2016-07-13 20:53:15,20,Wednesday,Night
5482,3793,Airport,No Cars Available,2016-07-13 20:54:38,20,Wednesday,Night
5483,3797,Airport,No Cars Available,2016-07-13 20:56:07,20,Wednesday,Night
5484,3800,Airport,No Cars Available,2016-07-13 20:56:26,20,Wednesday,Night
5485,3803,Airport,No Cars Available,2016-07-13 20:58:17,20,Wednesday,Night
5486,3799,City,No Cars Available,2016-07-13 20:58:40,20,Wednesday,Night
5487,3802,Airport,No Cars Available,2016-07-13 21:00:00,21,Wednesday,Late Night
5488,3811,Airport,No Cars Available,2016-07-13 21:02:40,21,Wednesday,Late Night
5489,3805,Airport,No Cars Available,2016-07-13 21:03:19,21,Wednesday,Late Night
5490,3815,Airport,No Cars Available,2016-07-13 21:07:33,21,Wednesday,Late Night
5491,3812,City,No Cars Available,2016-07-13 21:09:20,21,Wednesday,Late Night
5492,3816,Airport,No Cars Available,2016-07-13 21:09:28,21,Wednesday,Late Night
5493,3821,Airport,No Cars Available,2016-07-13 21:10:59,21,Wednesday,Late Night
5494,3814,Airport,No Cars Available,2016-07-13 21:11:29,21,Wednesday,Late Night
5495,3829,Airport,No Cars Available,2016-07-13 21:13:20,21,Wednesday,Late Night
5496,3825,Airport,No Cars Available,2016-07-13 21:14:01,21,Wednesday,Late Night
5497,3833,Airport,No Cars Available,2016-07-13 21:18:49,21,Wednesday,Late Night
5498,3823,Airport,No Cars Available,2016-07-13 21:20:00,21,Wednesday,Late Night
5499,3828,City,No Cars Available,2016-07-13 21:20:59,21,Wednesday,Late Night
5500,3836,Airport,No Cars Available,2016-07-13 21:21:26,21,Wednesday,Late Night
5501,3824,Airport,No Cars Available,2016-07-13 21:22:11,21,Wednesday,Late Night
5502,3832,Airport,No Cars Available,2016-07-13 21:23:59,21,Wednesday,Late Night
5503,3846,Airport,No Cars Available,2016-07-13 21:25:46,21,Wednesday,Late Night
5504,3837,Airport,No Cars Available,2016-07-13 21:27:41,21,Wednesday,Late Night
5505,3835,Airport,No Cars Available,2016-07-13 21:27:42,21,Wednesday,Late Night
5506,3838,Airport,No Cars Available,2016-07-13 21:28:20,21,Wednesday,Late Night
5507,3844,Airport,No Cars Available,2016-07-13 21:28:29,21,Wednesday,Late Night
5508,3845,Airport,No Cars Available,2016-07-13 21:30:19,21,Wednesday,Late Night
5509,3842,Airport,No Cars Available,2016-07-13 21:33:44,21,Wednesday,Late Night
5510,3853,Airport,No Cars Available,2016-07-13 21:34:46,21,Wednesday,Late Night
5511,3848,Airport,No Cars Available,2016-07-13 21:34:47,21,Wednesday,Late Night
5512,3860,Airport,No Cars Available,2016-07-13 21:36:01,21,Wednesday,Late Night
5513,3855,Airport,No Cars Available,2016-07-13 21:36:25,21,Wednesday,Late Night
5514,3862,City,No Cars Available,2016-07-13 21:37:00,21,Wednesday,Late Night
5515,3854,Airport,No Cars Available,2016-07-13 21:37:17,21,Wednesday,Late Night
5516,3851,Airport,No Cars Available,2016-07-13 21:38:06,21,Wednesday,Late Night
5517,3858,Airport,No Cars Available,2016-07-13 21:38:48,21,Wednesday,Late Night
5518,3869,Airport,No Cars Available,2016-07-13 21:43:47,21,Wednesday,Late Night
5519,3864,Airport,No Cars Available,2016-07-13 21:45:06,21,Wednesday,Late Night
5520,3861,Airport,No Cars Available,2016-07-13 21:47:25,21,Wednesday,Late Night
5521,3873,Airport,No Cars Available,2016-07-13 21:47:58,21,Wednesday,Late Night
5522,3868,Airport,No Cars Available,2016-07-13 21:48:20,21,Wednesday,Late Night
5523,3870,Airport,No Cars Available,2016-07-13 21:48:57,21,Wednesday,Late Night
5524,3871,Airport,No Cars Available,2016-07-13 21:49:18,21,Wednesday,Late Night
5525,3884,Airport,No Cars Available,2016-07-13 21:51:47,21,Wednesday,Late Night
5526,3878,Airport,No Cars Available,2016-07-13 21:51:55,21,Wednesday,Late Night
5527,3894,Airport,No Cars Available,2016-07-13 21:52:24,21,Wednesday,Late Night
5528,3885,Airport,No Cars Available,2016-07-13 21:53:07,21,Wednesday,Late Night
5529,3877,Airport,No Cars Available,2016-07-13 21:53:34,21,Wednesday,Late Night
5530,3886,Airport,No Cars Available,2016-07-13 21:53:48,21,Wednesday,Late Night
5531,3874,Airport,No Cars Available,2016-07-13 21:54:13,21,Wednesday,Late Night
5532,3893,Airport,No Cars Available,2016-07-13 21:56:38,21,Wednesday,Late Night
5533,3891,Airport,No Cars Available,2016-07-13 21:57:08,21,Wednesday,Late Night
5534,3888,Airport,No Cars Available,2016-07-13 21:57:45,21,Wednesday,Late Night
5535,3876,Airport,No Cars Available,2016-07-13 21:58:16,21,Wednesday,Late Night
5536,3875,Airport,No Cars Available,2016-07-13 21:59:13,21,Wednesday,Late Night
5537,3898,Airport,No Cars Available,2016-07-13 21:59:30,21,Wednesday,Late Night
5538,3895,Airport,No Cars Available,2016-07-13 22:01:49,22,Wednesday,Late Night
5539,3900,Airport,No Cars Available,2016-07-13 22:03:00,22,Wednesday,Late Night
5540,3904,Airport,No Cars Available,2016-07-13 22:03:45,22,Wednesday,Late Night
5541,3892,Airport,No Cars Available,2016-07-13 22:05:11,22,Wednesday,Late Night
5542,3899,Airport,No Cars Available,2016-07-13 22:05:37,22,Wednesday,Late Night
5543,3910,Airport,No Cars Available,2016-07-13 22:05:57,22,Wednesday,Late Night
5544,3901,Airport,No Cars Available,2016-07-13 22:09:27,22,Wednesday,Late Night
5545,3902,Airport,No Cars Available,2016-07-13 22:09:31,22,Wednesday,Late Night
5546,3903,Airport,No Cars Available,2016-07-13 22:11:11,22,Wednesday,Late Night
5547,3906,Airport,No Cars Available,2016-07-13 22:12:01,22,Wednesday,Late Night
5548,3907,Airport,No Cars Available,2016-07-13 22:12:13,22,Wednesday,Late Night
5549,3918,City,No Cars Available,2016-07-13 22:12:25,22,Wednesday,Late Night
5550,3912,Airport,No Cars Available,2016-07-13 22:12:35,22,Wednesday,Late Night
5551,3928,City,No Cars Available,2016-07-13 22:14:33,22,Wednesday,Late Night
5552,3911,Airport,No Cars Available,2016-07-13 22:14:56,22,Wednesday,Late Night
5553,3923,City,No Cars Available,2016-07-13 22:18:14,22,Wednesday,Late Night
5554,3922,City,No Cars Available,2016-07-13 22:18:36,22,Wednesday,Late Night
5555,3931,Airport,No Cars Available,2016-07-13 22:21:30,22,Wednesday,Late Night
5556,3930,City,No Cars Available,2016-07-13 22:22:57,22,Wednesday,Late Night
5557,3921,City,No Cars Available,2016-07-13 22:23:03,22,Wednesday,Late Night
5558,3926,Airport,No Cars Available,2016-07-13 22:23:25,22,Wednesday,Late Night
5559,3919,Airport,No Cars Available,2016-07-13 22:23:26,22,Wednesday,Late Night
5560,3933,Airport,No Cars Available,2016-07-13 22:27:01,22,Wednesday,Late Night
5561,3937,City,No Cars Available,2016-07-13 22:28:10,22,Wednesday,Late Night
5562,3929,Airport,No Cars Available,2016-07-13 22:28:45,22,Wednesday,Late Night
5563,3941,City,No Cars Available,2016-07-13 22:30:11,22,Wednesday,Late Night
5564,3936,City,No Cars Available,2016-07-13 22:30:44,22,Wednesday,Late Night
5565,3946,Airport,No Cars Available,2016-07-13 22:36:50,22,Wednesday,Late Night
5566,3938,City,No Cars Available,2016-07-13 22:37:24,22,Wednesday,Late Night
5567,3949,City,No Cars Available,2016-07-13 22:40:37,22,Wednesday,Late Night
5568,3958,Airport,No Cars Available,2016-07-13 22:46:01,22,Wednesday,Late Night
5569,3951,Airport,No Cars Available,2016-07-13 22:46:03,22,Wednesday,Late Night
5570,3962,City,No Cars Available,2016-07-13 22:47:26,22,Wednesday,Late Night
5571,3961,City,No Cars Available,2016-07-13 22:50:57,22,Wednesday,Late Night
5572,3963,Airport,No Cars Available,2016-07-13 22:55:25,22,Wednesday,Late Night
5573,3967,City,No Cars Available,2016-07-13 22:57:16,22,Wednesday,Late Night
5574,3968,Airport,No Cars Available,2016-07-13 22:59:34,22,Wednesday,Late Night
5575,3971,City,No Cars Available,2016-07-13 22:59:42,22,Wednesday,Late Night
5576,3972,City,No Cars Available,2016-07-13 23:00:38,23,Wednesday,Late Night
5577,3975,City,No Cars Available,2016-07-13 23:04:37,23,Wednesday,Late Night
5578,3976,City,No Cars Available,2016-07-13 23:07:56,23,Wednesday,Late Night
5579,3980,City,No Cars Available,2016-07-13 23:16:12,23,Wednesday,Late Night
5580,3984,Airport,No Cars Available,2016-07-13 23:17:02,23,Wednesday,Late Night
5581,3986,Airport,No Cars Available,2016-07-13 23:17:29,23,Wednesday,Late Night
5582,3988,City,No Cars Available,2016-07-13 23:23:36,23,Wednesday,Late Night
5583,3995,City,No Cars Available,2016-07-13 23:36:17,23,Wednesday,Late Night
5584,3998,Airport,No Cars Available,2016-07-13 23:39:08,23,Wednesday,Late Night
5585,4001,City,No Cars Available,2016-07-13 23:39:52,23,Wednesday,Late Night
5586,4006,City,No Cars Available,2016-07-13 23:45:17,23,Wednesday,Late Night
5587,4000,City,No Cars Available,2016-07-13 23:47:49,23,Wednesday,Late Night
5588,4017,City,No Cars Available,2016-07-13 23:50:18,23,Wednesday,Late Night
5589,4010,Airport,No Cars Available,2016-07-13 23:50:50,23,Wednesday,Late Night
5590,4015,City,No Cars Available,2016-07-13 23:52:32,23,Wednesday,Late Night
5591,4013,City,No Cars Available,2016-07-13 23:53:32,23,Wednesday,Late Night
5592,4014,City,No Cars Available,2016-07-13 23:56:55,23,Wednesday,Late Night
5593,4016,City,No Cars Available,2016-07-13 23:59:02,23,Wednesday,Late Night
5594,4028,City,No Cars Available,2016-07-14 00:09:03,0,Thursday,Early Morning
5595,4029,City,No Cars Available,2016-07-14 00:14:26,0,Thursday,Early Morning
5596,4032,City,No Cars Available,2016-07-14 00:15:43,0,Thursday,Early Morning
5597,4033,Airport,No Cars Available,2016-07-14 00:25:33,0,Thursday,Early Morning
5598,4034,City,No Cars Available,2016-07-14 00:29:50,0,Thursday,Early Morning
5599,4035,Airport,No Cars Available,2016-07-14 00:31:24,0,Thursday,Early Morning
5600,4036,Airport,No Cars Available,2016-07-14 00:31:57,0,Thursday,Early Morning
5601,4038,Airport,No Cars Available,2016-07-14 00:34:22,0,Thursday,Early Morning
5602,4042,Airport,No Cars Available,2016-07-14 00:39:13,0,Thursday,Early Morning
5603,4044,Airport,No Cars Available,2016-07-14 00:51:37,0,Thursday,Early Morning
5604,4046,City,No Cars Available,2016-07-14 00:57:03,0,Thursday,Early Morning
5605,4047,City,No Cars Available,2016-07-14 01:00:53,1,Thursday,Early Morning
5606,4048,Airport,No Cars Available,2016-07-14 01:03:27,1,Thursday,Early Morning
5607,4050,City,No Cars Available,2016-07-14 01:10:22,1,Thursday,Early Morning
5608,4053,Airport,No Cars Available,2016-07-14 01:15:26,1,Thursday,Early Morning
5609,4052,City,No Cars Available,2016-07-14 01:16:34,1,Thursday,Early Morning
5610,4055,City,No Cars Available,2016-07-14 01:22:56,1,Thursday,Early Morning
5611,4054,City,No Cars Available,2016-07-14 01:23:08,1,Thursday,Early Morning
5612,4056,City,No Cars Available,2016-07-14 01:25:25,1,Thursday,Early Morning
5613,4058,Airport,No Cars Available,2016-07-14 01:27:38,1,Thursday,Early Morning
5614,4057,City,No Cars Available,2016-07-14 01:29:49,1,Thursday,Early Morning
5615,4061,City,No Cars Available,2016-07-14 01:33:55,1,Thursday,Early Morning
5616,4059,City,No Cars Available,2016-07-14 01:35:55,1,Thursday,Early Morning
5617,4063,City,No Cars Available,2016-07-14 01:36:26,1,Thursday,Early Morning
5618,4062,Airport,No Cars Available,2016-07-14 01:42:36,1,Thursday,Early Morning
5619,4064,City,No Cars Available,2016-07-14 01:48:00,1,Thursday,Early Morning
5620,4068,Airport,No Cars Available,2016-07-14 01:59:16,1,Thursday,Early Morning
5621,4067,City,No Cars Available,2016-07-14 02:00:05,2,Thursday,Early Morning
5622,4069,City,No Cars Available,2016-07-14 02:02:39,2,Thursday,Early Morning
5623,4071,City,No Cars Available,2016-07-14 02:03:03,2,Thursday,Early Morning
5624,4070,City,No Cars Available,2016-07-14 02:03:04,2,Thursday,Early Morning
5625,4072,City,No Cars Available,2016-07-14 02:04:37,2,Thursday,Early Morning
5626,4076,Airport,No Cars Available,2016-07-14 02:16:28,2,Thursday,Early Morning
5627,4074,City,No Cars Available,2016-07-14 02:18:01,2,Thursday,Early Morning
5628,4080,Airport,No Cars Available,2016-07-14 02:29:31,2,Thursday,Early Morning
5629,4083,City,No Cars Available,2016-07-14 02:35:50,2,Thursday,Early Morning
5630,4086,City,No Cars Available,2016-07-14 02:46:05,2,Thursday,Early Morning
5631,4089,City,No Cars Available,2016-07-14 02:52:38,2,Thursday,Early Morning
5632,4088,City,No Cars Available,2016-07-14 02:53:34,2,Thursday,Early Morning
5633,4090,Airport,No Cars Available,2016-07-14 02:55:11,2,Thursday,Early Morning
5634,4095,Airport,No Cars Available,2016-07-14 03:10:03,3,Thursday,Early Morning
5635,4096,City,No Cars Available,2016-07-14 03:13:22,3,Thursday,Early Morning
5636,4099,City,No Cars Available,2016-07-14 03:22:45,3,Thursday,Early Morning
5637,4100,Airport,No Cars Available,2016-07-14 03:30:27,3,Thursday,Early Morning
5638,4101,City,No Cars Available,2016-07-14 03:31:37,3,Thursday,Early Morning
5639,4104,Airport,No Cars Available,2016-07-14 03:38:21,3,Thursday,Early Morning
5640,4102,Airport,No Cars Available,2016-07-14 03:38:51,3,Thursday,Early Morning
5641,4103,Airport,No Cars Available,2016-07-14 03:39:43,3,Thursday,Early Morning
5642,4106,City,No Cars Available,2016-07-14 03:45:15,3,Thursday,Early Morning
5643,4107,City,No Cars Available,2016-07-14 03:51:51,3,Thursday,Early Morning
5644,4110,Airport,No Cars Available,2016-07-14 03:58:07,3,Thursday,Early Morning
5645,4113,City,No Cars Available,2016-07-14 04:00:13,4,Thursday,Early Morning
5646,4109,City,No Cars Available,2016-07-14 04:02:26,4,Thursday,Early Morning
5647,4112,Airport,No Cars Available,2016-07-14 04:03:52,4,Thursday,Early Morning
5648,4111,City,No Cars Available,2016-07-14 04:06:34,4,Thursday,Early Morning
5649,4115,City,No Cars Available,2016-07-14 04:11:42,4,Thursday,Early Morning
5650,4116,Airport,No Cars Available,2016-07-14 04:13:48,4,Thursday,Early Morning
5651,4120,City,No Cars Available,2016-07-14 04:27:49,4,Thursday,Early Morning
5652,4123,City,No Cars Available,2016-07-14 04:38:53,4,Thursday,Early Morning
5653,4131,City,No Cars Available,2016-07-14 04:41:23,4,Thursday,Early Morning
5654,4124,City,No Cars Available,2016-07-14 04:41:36,4,Thursday,Early Morning
5655,4127,City,No Cars Available,2016-07-14 04:46:22,4,Thursday,Early Morning
5656,4132,City,No Cars Available,2016-07-14 04:46:47,4,Thursday,Early Morning
5657,4139,City,No Cars Available,2016-07-14 04:48:44,4,Thursday,Early Morning
5658,4135,Airport,No Cars Available,2016-07-14 04:49:00,4,Thursday,Early Morning
5659,4138,City,No Cars Available,2016-07-14 04:49:41,4,Thursday,Early Morning
5660,4142,City,No Cars Available,2016-07-14 04:50:32,4,Thursday,Early Morning
5661,4152,City,No Cars Available,2016-07-14 04:55:34,4,Thursday,Early Morning
5662,4149,City,No Cars Available,2016-07-14 04:59:37,4,Thursday,Early Morning
5663,4159,Airport,No Cars Available,2016-07-14 05:05:36,5,Thursday,Early Morning
5664,4172,City,No Cars Available,2016-07-14 05:17:05,5,Thursday,Early Morning
5665,4190,City,No Cars Available,2016-07-14 05:21:22,5,Thursday,Early Morning
5666,4193,City,No Cars Available,2016-07-14 05:25:23,5,Thursday,Early Morning
5667,4181,City,No Cars Available,2016-07-14 05:25:50,5,Thursday,Early Morning
5668,4191,City,No Cars Available,2016-07-14 05:32:02,5,Thursday,Early Morning
5669,4200,City,No Cars Available,2016-07-14 05:32:43,5,Thursday,Early Morning
5670,4208,City,No Cars Available,2016-07-14 05:39:05,5,Thursday,Early Morning
5671,4219,City,No Cars Available,2016-07-14 05:42:18,5,Thursday,Early Morning
5672,4220,City,No Cars Available,2016-07-14 05:43:43,5,Thursday,Early Morning
5673,4217,City,No Cars Available,2016-07-14 05:45:53,5,Thursday,Early Morning
5674,4237,City,No Cars Available,2016-07-14 05:52:54,5,Thursday,Early Morning
5675,4228,City,No Cars Available,2016-07-14 05:53:49,5,Thursday,Early Morning
5676,4240,City,No Cars Available,2016-07-14 05:56:28,5,Thursday,Early Morning
5677,4229,City,No Cars Available,2016-07-14 05:56:44,5,Thursday,Early Morning
5678,4246,City,No Cars Available,2016-07-14 05:58:24,5,Thursday,Early Morning
5679,4244,City,No Cars Available,2016-07-14 06:00:16,6,Thursday,Morning
5680,4241,City,No Cars Available,2016-07-14 06:01:09,6,Thursday,Morning
5681,4247,City,No Cars Available,2016-07-14 06:03:24,6,Thursday,Morning
5682,4256,City,No Cars Available,2016-07-14 06:05:59,6,Thursday,Morning
5683,4259,City,No Cars Available,2016-07-14 06:10:09,6,Thursday,Morning
5684,4265,City,No Cars Available,2016-07-14 06:12:03,6,Thursday,Morning
5685,4261,City,No Cars Available,2016-07-14 06:12:50,6,Thursday,Morning
5686,4262,City,No Cars Available,2016-07-14 06:15:24,6,Thursday,Morning
5687,4267,City,No Cars Available,2016-07-14 06:17:08,6,Thursday,Morning
5688,4269,City,No Cars Available,2016-07-14 06:19:24,6,Thursday,Morning
5689,4275,City,No Cars Available,2016-07-14 06:22:46,6,Thursday,Morning
5690,4279,City,No Cars Available,2016-07-14 06:29:00,6,Thursday,Morning
5691,4282,City,No Cars Available,2016-07-14 06:31:08,6,Thursday,Morning
5692,4283,City,No Cars Available,2016-07-14 06:31:54,6,Thursday,Morning
5693,4289,City,No Cars Available,2016-07-14 06:35:49,6,Thursday,Morning
5694,4291,City,No Cars Available,2016-07-14 06:40:00,6,Thursday,Morning
5695,4292,City,No Cars Available,2016-07-14 06:42:26,6,Thursday,Morning
5696,4295,City,No Cars Available,2016-07-14 06:42:45,6,Thursday,Morning
5697,4306,City,No Cars Available,2016-07-14 06:49:36,6,Thursday,Morning
5698,4309,Airport,No Cars Available,2016-07-14 06:50:07,6,Thursday,Morning
5699,4317,City,No Cars Available,2016-07-14 06:51:18,6,Thursday,Morning
5700,4318,City,No Cars Available,2016-07-14 06:51:23,6,Thursday,Morning
5701,4307,City,No Cars Available,2016-07-14 06:56:08,6,Thursday,Morning
5702,4320,City,No Cars Available,2016-07-14 07:02:37,7,Thursday,Morning
5703,4324,City,No Cars Available,2016-07-14 07:04:11,7,Thursday,Morning
5704,4333,City,No Cars Available,2016-07-14 07:13:05,7,Thursday,Morning
5705,4344,City,No Cars Available,2016-07-14 07:15:56,7,Thursday,Morning
5706,4334,City,No Cars Available,2016-07-14 07:18:15,7,Thursday,Morning
5707,4347,City,No Cars Available,2016-07-14 07:18:44,7,Thursday,Morning
5708,4352,City,No Cars Available,2016-07-14 07:21:03,7,Thursday,Morning
5709,4348,City,No Cars Available,2016-07-14 07:23:46,7,Thursday,Morning
5710,4353,City,No Cars Available,2016-07-14 07:24:00,7,Thursday,Morning
5711,4362,City,No Cars Available,2016-07-14 07:30:16,7,Thursday,Morning
5712,4367,City,No Cars Available,2016-07-14 07:35:22,7,Thursday,Morning
5713,4373,City,No Cars Available,2016-07-14 07:39:56,7,Thursday,Morning
5714,4382,City,No Cars Available,2016-07-14 07:48:04,7,Thursday,Morning
5715,4393,City,No Cars Available,2016-07-14 07:54:34,7,Thursday,Morning
5716,4394,City,No Cars Available,2016-07-14 08:00:33,8,Thursday,Morning
5717,4405,City,No Cars Available,2016-07-14 08:01:13,8,Thursday,Morning
5718,4407,City,No Cars Available,2016-07-14 08:08:27,8,Thursday,Morning
5719,4412,City,No Cars Available,2016-07-14 08:11:45,8,Thursday,Morning
5720,4424,City,No Cars Available,2016-07-14 08:17:26,8,Thursday,Morning
5721,4437,City,No Cars Available,2016-07-14 08:24:18,8,Thursday,Morning
5722,4436,City,No Cars Available,2016-07-14 08:24:27,8,Thursday,Morning
5723,4432,City,No Cars Available,2016-07-14 08:24:31,8,Thursday,Morning
5724,4429,City,No Cars Available,2016-07-14 08:25:23,8,Thursday,Morning
5725,4449,City,No Cars Available,2016-07-14 08:29:45,8,Thursday,Morning
5726,4453,City,No Cars Available,2016-07-14 08:36:08,8,Thursday,Morning
